No.	FileHandle	SoluteName	Formula	Subset	Charge	Level1	Level2	Level3	Solvent	DeltaGsolv	type	eps	n	alpha	beta	gamma	phi**2	psi**2	beta**2	H	C	HC	CC	CC2	N	HN	HN2	CN	NC	NC2	NC3	O	HO	HO2	OC	CO2	ON	OO	F	Cl	Br	I	FC	ClC	BrC	IC	Si	OSi	P	HP	OP	S	HS	OS	SP	SS	TotalArea
2370	n202	5-chlorouracil	H3C4N2O2CL1	[d]	0	9	3	0	water	-17.74	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	38.528	35.376	8.349	21.209	0	10.529	18.34	0	26.273	35.961	7.677	0	49.381	0	0	31.805	0	0	0	0	38.067	0	0	0	24.629	0	0	0	0	0	0	0	0	0	0	0	0	171.88
2371	n203	5-bromouracil	H3C4N2O2BR1	[d]	0	9	3	0	water	-18.17	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	38.387	35.071	8.263	20.871	0	10.529	18.328	0	26.227	35.96	7.676	0	49.124	0	0	31.644	0	0	0	0	0	43.783	0	0	0	29.056	0	0	0	0	0	0	0	0	0	0	0	176.894
2372	test0001	"1,3-diacetyloxypropan-2-ylacetate(glyceroltriacetate)"	H14C9O6	[b]	0	2	6	0	water	-8.84	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	157.474	53.838	106.21	34.154	0	0	0	0	0	0	0	0	83.275	0	0	44.46	16.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.587
2373	test0004	m-bis(trifluoromethyl)benzene	H4C8F6	[b]	0	5	2	0	water	1.07	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	43.016	50.516	29.121	71.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.001	0	0	0	89.508	0	0	0	0	0	0	0	0	0	0	0	0	0	223.534
2374	test0005	"N,N-dimethyl-p-methoxybenzamide"	H13C10N1O2	[b]	0	4	1	1	water	-11.01	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	143.825	80.723	97.039	70.751	0	2.488	0	0	10.031	28.496	1.218	0	32.895	0	0	16.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.932
2375	test0006	"N,N,4-trimethylbenzamide"	H13C10N1O1	[b]	0	4	1	1	water	-9.76	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	147.488	79.701	99.502	79.305	0	2.49	0	0	9.953	28.521	1.221	0	20.568	0	0	12.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.247
2376	test0007	bis(2-chloroethyl)ether	H8C4O1CL2	[b]	0	9	1	0	water	-4.23	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	94.232	15.585	63.481	9.666	0	0	0	0	0	0	0	0	11.005	0	0	0.308	0	0	0	0	78.569	0	0	0	48.357	0	0	0	0	0	0	0	0	0	0	0	0	199.39
2377	test0008	"1,1-diacetoxyethane"	H10C6O4	[b]	0	2	6	0	water	-4.97	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	117.991	43.463	79.606	27.196	0	0	0	0	0	0	0	0	61.117	0	0	32.82	14.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.571
2378	test0009	"1,1-diethoxyethane"	H14C6O2	[b]	0	2	3	0	water	-3.28	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	161.139	34.943	108.538	21.659	0	0	0	0	0	0	0	0	18.649	0	0	0.56	1.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.731
2379	test0011	diethylpropanedioate	H12C7O4	[b]	0	2	6	0	water	-6	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	141.401	42.469	95.343	29.099	0	0	0	0	0	0	0	0	61.223	0	0	34.329	10.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.093
2380	test0012	dimethoxymethane	H8C3O2	[b]	0	2	3	0	water	-2.93	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	92.844	25.86	62.506	0	0	0	0	0	0	0	0	0	24.756	0	0	1.728	4.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.46
2381	test0013	ethyleneglycoldiacetate	H10C6O4	[b]	0	2	6	0	water	-6.34	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	114.195	39.074	77.032	24.428	0	0	0	0	0	0	0	0	53.908	0	0	27.854	8.984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.177
2382	test0014	"1,2-diethoxyethane"	H14C6O2	[b]	0	2	3	0	water	-3.54	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	168.038	34.408	113.023	21.345	0	0	0	0	0	0	0	0	22.156	0	0	0.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.602
2383	test0016	phenylformate	H6C7O2	[b]	0	2	6	0	water	-3.82	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	74.584	71.229	50.429	77.405	0	0	0	0	0	0	0	0	34.332	0	0	19.202	13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.145
2384	test0017	imidazole	H4C3N2	[b]	0	3	3	2	water	-9.81	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	53.221	43.069	26.165	19.017	0	21.913	10.29	0	41.503	73.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.203
2385	test1001	nitroglycol	H4C2N2O6	[c]	0	4	3	0	water	-5.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	45.158	6.037	30.449	3.732	0	10.072	0	0	0	0	0	0	128.035	0	0	0	0	74.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.303
2386	test1002	"1,2-dinitroxypropane"	H6C3N2O6	[c]	0	4	3	0	water	-5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	64.06	12.026	43.204	8.149	0	9.691	0	0	0	0	0	0	121.484	0	0	0	0	71.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.26
2387	test1003	butylnitrate	H9C4N1O3	[c]	0	4	3	0	water	-2.1	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	104.697	18.358	70.512	15.214	0	5.003	0	0	0	0	0	0	64.103	0	0	0	0	37.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.162
2388	test1004	2-butylnitrate	H9C4N1O3	[c]	0	4	3	0	water	-1.8	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	100.643	20.792	67.827	15.578	0	3.047	0	0	0	0	0	0	59.05	0	0	0	0	34.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.532
2389	test1005	isobutylnitrate	H9C4N1O3	[c]	0	4	3	0	water	-1.9	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	101.386	19.146	68.295	12.876	0	5.001	0	0	0	0	0	0	61.988	0	0	0	0	36.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.521
2390	test1006	ethyleneglycolmononitrate	H5C2N1O4	[c]	0	4	3	0	water	-8.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	61.346	7.837	32.036	4.852	0	5.018	0	0	0	0	0	0	81.853	9.843	0	0.131	0	37.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.055
2391	test1007	"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide(alachlor)"	H20C14N1O2CL1	[c]	0	9	3	0	water	-8.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	201.458	79.175	135.86	75.125	0	0.063	0	0	2.899	0.51	0.058	0	26.248	0	0	11.852	0	0	0	0	33.196	0	0	0	20.396	0	0	0	0	0	0	0	0	0	0	0	0	340.14
2392	test1008	2-methyl-2-(methylthio)propanalO-(N-methylcarbamoyl)oxime(aldicarb)	H14C7N2O2S1	[c]	0	10	5	0	water	-9.8	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	147.875	49.336	93.222	13.206	0	16.387	6.79	0	12.504	46.903	5.277	0.666	28.827	0	0	16.039	8.791	2.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.742	0.629	0	0	0	266.166
2393	test1009	2-(ethylamino)-4-isopropylamino-6-methyl-thio-s-triazine(ametryn)	H17C9N5S1	[c]	0	10	5	0	water	-7.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	197.748	63.292	117.16	19.968	0	33.125	16.788	0	82.132	131.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.496	0.557	0	0	0	322.661
2394	test1010	"O,O-dimethylS-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl]dithiophosphate(azinphosmethyl)"	H12C10N3O3P1S2	[c]	0	11	2	0	water	-10	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	125.451	84.866	84.764	81.893	0	31.479	0	0	7.503	32.531	1.199	0	34.225	0	0	10.121	0	0	0	0	0	0	0	0	0	0	0	0	0	2.158	0	12.587	64.676	0	0	44.798	0	342.854
2395	test1011	"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline(benefin)"	H16C13N3O4F3	[c]	0	9	3	0	water	-3.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	157.222	63.911	105.937	71.144	0	6.093	0	0	7.363	12.26	0	0	84.503	0	0	0	0	50.86	0	65.356	0	0	0	45.032	0	0	0	0	0	0	0	0	0	0	0	0	0	377.085
2396	test1012	"a-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-o-toluicacid(bensulfuron)"	H18C16N4O7S1	[c]	0	10	5	0	water	-17.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	195.6	125.149	117.044	96.724	0	31.678	15.596	0	55.873	98.891	15.207	0	109.639	0	0	34.4	3.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.541	2.824	24.126	0	0	464.607
2397	test1013	5-Bromo-3-sec-butyl-6-methyl-uracil(bromacil)	H13C9N2O2BR1	[c]	0	9	3	0	water	-9.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	139.328	55.316	86.136	40.404	0	6.315	8.081	0	20.293	26.279	3.683	0	37.618	0	0	23.981	0	0	0	0	0	40.491	0	0	0	26.731	0	0	0	0	0	0	0	0	0	0	0	279.068
2398	test1014	"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione(captan)"	H8C9N1O2S1CL3	[c]	0	9	3	0	water	-9	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	94.499	37.761	63.728	44.628	0.049	1.408	0	0	3.588	4.382	1.358	0	40.938	0	0	26.881	0	0	0	0	99.501	0	0	0	61.819	0	0	0	0	0	0	0	22.734	0	0	0	0	296.842
2399	test1015	1-naphthylmethylcarbamate(carbaryl)	H11C12N1O2	[c]	0	4	3	0	water	-9.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	129.273	101.17	81.635	120.752	0	4.649	5.975	0	6.95	28.186	4.461	0	34.299	0	0	18.761	5.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.391
2400	test1016	"2,3-dihydro-2,2-dimethyl-7-benzofuranylmethylcarbamate(carbofuran)"	H15C12N1O3	[c]	0	4	3	0	water	-9.6	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	174.992	80.023	112.511	76.5	0	4.668	5.766	0	7.596	28.282	4.472	0	43.669	0	0	21.748	7.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.352
2401	test1017	"S-4-chlorophenylthiomethylO,O-diethylphosphorodithioate(carbophenothion)"	H16C11O2P1S3CL1	[c]	0	11	4	0	water	-6.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	175.637	81.189	118.519	84.706	0	0	0	0	0	0	0	0	20.302	0	0	0	0	0	0	0	38.796	0	0	0	24.729	0	0	0	0	1.5	0	14.101	73.367	0.465	0	36.254	0.359	390.791
2402	test1018	"octachloro-4,7-methanohydroindane(chlordane)"	H6C10CL8	[c]	0	6	2	0	water	-3.4	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	53.325	8.627	35.967	11.284	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.769	0	0	0	168.643	0	0	0	0	0	0	0	0	0	0	0	0	328.72
2403	test1019	"phosphoricacid[(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl]diethylester(chlorfenvinphos)"	H14C12O4P1CL3	[c]	0	11	3	0	water	-7.1	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	154.303	82.95	104.136	88.23	0.097	0	0	0	0	0	0	0	42.364	0	0	0.83	0	0	0	0	107.279	0	0	0	68.793	0	0	0	0	1.945	0	30.145	0	0	0	0	0	388.841
2404	test1020	ethyl2-(4-chloro-6-methoxypyrimidin-2-ylcarbamoylsulfamoyl)benzoate(chlorimuronethyl)	H15C15N4O6S1CL1	[c]	0	10	6	0	water	-14	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	170.278	120.395	104.725	105.974	0	27.488	10.668	0	57.304	82.894	7.495	0	96.346	0	0	30.305	4.065	0	0	0	39.483	0	0	0	25.221	0	0	0	0	0	0	0	2.889	1.053	24.549	0	0	456.878
2405	test1021	trichloro(nitro)methane(chloropicrin)	C1N1O2CL3	[c]	0	9	3	0	water	-1.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	0	0.49	0	0	0	3.097	0	0	0.167	8.113	0	0	48.495	0	0	0	0	29.501	0	0	105.722	0	0	0	66.861	0	0	0	0	0	0	0	0	0	0	0	0	157.803
2406	test1022	"O,O-diethylO-3,5,6-trichloro-2-pyridylphosphorothioate(chlorpyrifos)"	H11C9N1O3P1S1CL3	[c]	0	11	4	0	water	-5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	123.566	61.16	83.332	54.317	0	3.643	0	0	6.351	11.81	1.737	0	27.168	0	0	2.224	0	0	0	0	108.122	0	0	0	69.617	0	0	0	0	1.878	0	18.812	35.997	0	0	25.723	0	361.533
2407	test1023	"S-(RS)-2-chloro-1-phthalimidoethylO,O-diethylphosphorodithioate(dialifor)"	H17C14N1O4P1S2CL1	[c]	0	11	4	0	water	-5.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	187.422	92.297	126.491	100.204	0	0.811	0	0	4.653	6.345	0.785	0	59.322	0	0	25.217	0	0	0	0	37.578	0	0	0	23.192	0	0	0	0	1.419	0	14.197	45.53	0	0	31.28	0	424.38
2408	test1024	diethoxy-[(2-isopropyl-6-methyl-4-pyrimidinyl)oxy]-thioxophosphorane(diazinon)	H21C12N2O3P1S1	[c]	0	11	2	0	water	-6.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	242.436	79.712	163.432	61.347	0	20.856	0	0	14.994	65.499	5.753	0	23.816	0	0	1.574	0	0	0	0	0	0	0	0	0	0	0	0	0	1.672	0	16.477	37.717	0	0	27.031	0	406.21
2409	test1025	"3,6-dichloro-2-methoxybenzoicacid(dicamba)"	H6C8O3CL2	[c]	0	9	1	0	water	-9.9	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	68.112	55.659	37.255	61.101	0	0	0	0	0	0	0	0	47.34	9.236	0	21.878	4.248	0	0	0	70.471	0	0	0	45.103	0	0	0	0	0	0	0	0	0	0	0	0	241.582
2410	test1027	"N1,N1-diethyl-2,6-dinitro-4-trifluoromethyl-m-phenylenediamine(dinitramine)"	H13C11N4O4F3	[c]	0	9	3	0	water	-5.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	117.558	56.323	68.52	62.066	0	12.911	11.177	0	10.932	17.219	0	0	82.681	0	0	0	0	49.559	0	61.2	0	0	0	42.07	0	0	0	0	0	0	0	0	0	0	0	0	0	330.673
2411	test1028	"(RS)-2-sec-butyl-4,6-dinitrophenol(dinoseb)"	H12C10N2O5	[c]	0	4	3	0	water	-6.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	114.09	58.598	72.423	69.497	0	7.997	0	0	5.122	9.646	0	0	111.181	4.735	0	4.699	0	58.531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.866
2412	test1029	"6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepine-3-oxide(endosulfanalpha)"	H6C9O3S1CL6	[c]	0	10	6	0	water	-4.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	49.758	10.226	33.527	9.454	0.006	0	0	0	0	0	0	0	50.236	0	0	0	0	0	0	0	192.392	0	0	0	122.584	0	0	0	0	0	0	0	15.75	0	26.553	0	0	318.362
2413	test1030	"(1R,4S,4aS,5S,6S,7R,8R,8aR)-1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene(endrin)"	H8C12O1CL6	[c]	0	9	1	0	water	-5.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	79.061	26.86	53.414	37.36	0.012	0	0	0	0	0	0	0	17.363	0	0	0.065	0	0	0	0	194.721	0	0	0	123.954	0	0	0	0	0	0	0	0	0	0	0	0	318.005
2414	test1031	"O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion)"	H22C9O4P2S4	[c]	0	11	2	0	water	-6.1	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	230.808	53.245	155.573	31.295	0	0	0	0	0	0	0	0	30.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.411	0	20.779	110.91	0.299	0	76.521	0.099	427.427
2415	test1033	"1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-4,7-methanoindene(heptachlor)"	H5C10CL7	[c]	0	6	2	0	water	-2.6	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	50.466	23.024	34.111	31.113	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.832	0	0	0	147.732	0	0	0	0	0	0	0	0	0	0	0	0	307.323
2416	test1034	"3,5,5-trimethyl-2-cyclohexen-1-one(isophorone)"	H14C9O1	[c]	0	2	4	2	water	-5.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	153.041	45.373	103.049	45.973	0	0	0	0	0	0	0	0	25.192	0	0	15.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.606
2417	test1035	"1,2,3,4,5,6-hexachlorocyclohexane(lindane)"	H6C6CL6	[c]	0	6	1	0	water	-5.4	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	56.172	2.867	37.897	3.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.268	0	0	0	118.787	0	0	0	0	0	0	0	0	0	0	0	0	252.307
2418	test1036	2-(dimethoxyphosphinothioylthio)butanedioicaciddiethylester(malathion)	H19C10O6P1S2	[c]	0	11	2	0	water	-8.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	212.607	59.209	143.346	25.037	0	0	0	0	0	0	0	0	79.32	0	0	30.608	8.742	0	0	0	0	0	0	0	0	0	0	0	0	1.501	0	16.605	52.387	0.003	0	36.025	0	405.024
2419	test1037	N-methylcarbamicacid[1-(methylthio)ethylideneamino]ester(methomyl)	H10C5N2O2S1	[c]	0	10	5	0	water	-10.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	118.983	44.812	71.727	9.613	0	13.998	8.878	0	12.23	44.232	5.306	0.224	30.241	0	0	15.617	8.913	4.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.337	0.512	0	0	0	235.371
2420	test1039	"methyl2-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)benzoate(metsulfuronmethyl)"	H15C14N5O6S1	[c]	0	10	5	0	water	-15.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	171.144	118.421	105.337	85.303	0	40.645	10.633	0	79.735	127.004	13.802	0	98.979	0	0	31.604	4.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.623	1.048	24.728	0	0	431.811
2421	test1040	"4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin)"	H19C13N3O6S1	[c]	0	10	5	0	water	-8	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	191.7	70.328	129.205	66.253	0	3.49	0	0	6.906	4.138	0	0	132.769	0	0	0	0	52.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.986	1.591	26.997	0	0	401.272
2422	test1041	nitroxyacetone	H5C3N1O4	[c]	0	4	3	0	water	-6	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	58.263	19.542	39.28	16.365	0	5.037	0	0	0	0	0	0	86.266	0	0	16.164	0	36.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.108
2423	test1043	"O,O-diethyl-O-4-nitro-phenylthiophosphate(parathion)"	H14C10N1O5P1S1	[c]	0	11	2	0	water	-6.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	158.63	78.502	107.062	85.688	0	4.17	0	0	2.714	5.037	0	0	71.341	0	0	1.596	0	29.316	0	0	0	0	0	0	0	0	0	0	0	1.864	0	15.58	38.166	0	0	27.354	0	352.673
2424	test1044	S-propylbutyl(ethyl)thiocarbamate(pebulate)	H21C10N1O1S1	[c]	0	10	5	0	water	-3.6	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	232.559	53.437	156.66	34.745	0	1.228	0	0	5.969	13.313	0.607	0	17.294	0	0	10.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.624	0.083	0	0	0	325.141
2425	test1045	"O,O-diethylS-ethylthiomethylphosphorodithioate(phorate)"	H17C7O2P1S3	[c]	0	11	2	0	water	-4.4	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	176.206	42.114	118.777	23.538	0	0	0	0	0	0	0	0	11.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.547	0	7.956	82.948	0.868	0	42.653	0	314.304
2426	test1046	"N-cyclopropylmethyl-2,6-dinitro-N-propyl-4-trifluoromethylaniline(profluralin)"	H16C14N3O4F3	[c]	0	9	3	0	water	-2.5	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	158.34	70.349	106.904	87.196	0	3.599	0	0	6.01	5.386	0	0	86.456	0	0	0	0	52.005	0	65.368	0	0	0	45.014	0	0	0	0	0	0	0	0	0	0	0	0	0	384.112
2427	test1047	"N2,N4-diisopropyl-6-methylthio-1,3,5-triazine-2,4-diamine(prometryn)"	H19C10N5S1	[c]	0	10	5	0	water	-8.4	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	212.813	66.402	128.368	22.628	0	33.023	15.673	0	80.087	128.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.475	0.563	0	0	0	340.714
2428	test1048	"N-(3,4-dichlorophenyl)propanamide(propanil)"	H9C9N1O1CL2	[c]	0	9	3	0	water	-7.8	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	100.394	68.511	61.368	79.668	0	5.025	6.643	0	6.45	15.743	2.46	0	17.659	0	0	11.251	0	0	0	0	73.221	0	0	0	46.972	0	0	0	0	0	0	0	0	0	0	0	0	264.811
2429	test1049	5-amino-4-chloro-2-phenyl-3-(2H)-pyridazinone(pyrazon)	H8C10N3O1CL1	[c]	0	9	3	0	water	-16.4	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	94.678	88.393	48.039	105.247	0	24.363	16.634	0	14.387	37.607	1.491	0	18.923	0	0	11.995	0	0	0	0	35.027	0	0	0	22.598	0	0	0	0	0	0	0	0	0	0	0	0	261.384
2430	test1050	"6-chloro-N,N'-diethyl-1,3,5-triazine-2,4-diamine(simazine)"	H12C7N5CL1	[c]	0	9	2	0	water	-10.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	144.663	49.539	82.448	15.673	0	42.513	15.636	0	88.122	167.231	0	0	0	0	0	0	0	0	0	0	39.988	0	0	0	25.457	0	0	0	0	0	0	0	0	0	0	0	0	276.703
2431	test1051	"methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl)"	H16C15N4O5S1	[c]	0	10	5	0	water	-20.3	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	182.144	124.5	112.549	116.284	0	30.758	10.841	0	55.882	90.966	4.653	0	86.374	0	0	26.543	4.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.574	1.115	24.734	0	0	426.35
2432	test1052	3-t-butyl-5-chloro-6-methyluracil(terbacil)	H13C9N2O2CL1	[c]	0	9	3	0	water	-11.1	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	135.845	54.22	83.804	37.921	0	6.788	8.103	0	18.348	28.898	4.111	0	33.771	0	0	21.595	0	0	0	0	34.968	0	0	0	22.519	0	0	0	0	0	0	0	0	0	0	0	0	265.593
2433	test1053	"N2-tert-butyl-N4-ethyl-6-methylthio-1,3,5-triazine-2,4-diamine(terbutryn)"	H19C10N5S1	[c]	0	10	5	0	water	-6.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	209.165	65.548	126.706	20.495	0	32.781	14.854	0	82.464	129.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.476	0.565	0	0	0	335.971
2434	test1054	"3-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)thiophene-2-carboxylicacid(thifensulfuron)"	H13C12N5O6S2	[c]	0	10	5	0	water	-16.2	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	149.496	101.657	89.907	50.562	0	40.858	11.464	0	78.875	127.334	13.887	0	99.896	0	0	33.258	6.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.376	1.141	25.402	0	0	422.284
2435	test1055	"dimethyl(RS)-2,2,2-trichloro-1-hydroxyethylphosphonate(trichlorfon)"	H8C4O4P1CL3	[c]	0	11	3	0	water	-12.7	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	88.503	21.156	52.885	0.296	0	0	0	0	0	0	0	0	51.637	7.189	0	0.859	0	0	0	0	93.42	0	0	0	57.828	0	0	0	0	1.505	0.015	26.638	0	0	0	0	0	256.221
2436	test1056	"a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine(trifluralin)"	H16C13N3O4F3	[c]	0	9	3	0	water	-3.3	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	158.626	61.671	106.896	68.979	0	3.521	0	0	5.924	4.838	0	0	86.517	0	0	0	0	52.042	0	65.373	0	0	0	45.017	0	0	0	0	0	0	0	0	0	0	0	0	0	375.708
2437	test1057	S-propyldipropyl(thiocarbamate)(vernolate)	H21C10N1O1S1	[c]	0	10	5	0	water	-4.1	abs	78.36	1.3328	0.82	0.35	103.62	0	0	0.1225	229.651	52.818	154.708	34.997	0	1.739	0	0	5.547	18.81	0.858	0	16.648	0	0	10.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.716	0.083	0	0	0	321.573
